subcategory,date,model,forecast,lower_ci,upper_ci
subcategory_0,2018-12-31,sktime_Prophet,99.00193845456906,-176.07549304526054,371.87634567681334
subcategory_0,2019-01-01,sktime_Prophet,98.8137842905773,-183.5104179476389,391.5438164541483
subcategory_0,2019-01-02,sktime_Prophet,68.05138733192389,-192.23843217527318,353.66847199379436
subcategory_0,2019-01-03,sktime_Prophet,24.651846108647604,-241.50651400150744,288.69812011702095
subcategory_0,2019-01-04,sktime_Prophet,30.14953325814286,-250.3888483094731,276.3747023597683
subcategory_0,2019-01-05,sktime_Prophet,64.5192592162042,-220.68767139042757,359.3715833528063
subcategory_0,2019-01-06,sktime_Prophet,79.4127086734695,-194.9948370234996,341.9793092227703
subcategory_0,2019-01-07,sktime_Prophet,69.68947112673453,-203.95843309812517,336.89025259222626
subcategory_0,2019-01-08,sktime_Prophet,75.17592135789725,-189.34614670669433,346.0930709087413
subcategory_0,2019-01-09,sktime_Prophet,50.313694562949905,-237.6748354424256,322.0005949935391
subcategory_0,2019-01-10,sktime_Prophet,12.888852617670707,-260.87737036652453,287.7195958607649
subcategory_0,2019-01-11,sktime_Prophet,24.285373461843164,-258.9110341511518,294.6678733188187
subcategory_0,2019-01-12,sktime_Prophet,64.33233384879948,-206.01189537837084,328.370719046272
subcategory_0,2019-01-13,sktime_Prophet,84.54419479270088,-207.28950269057032,360.943265719574
subcategory_0,2019-01-14,sktime_Prophet,79.6554061562885,-209.65557489782137,360.67021986578794
subcategory_0,2019-01-15,sktime_Prophet,89.3824898007447,-192.29437706105233,349.8876339536179
subcategory_0,2019-01-16,sktime_Prophet,68.07526074746195,-195.7159592109212,341.5389107164313
subcategory_0,2019-01-17,sktime_Prophet,33.44821103015394,-243.76450901291292,313.68747522617264
subcategory_0,2019-01-18,sktime_Prophet,46.835631810653915,-218.2333938832234,331.16802977530926
subcategory_0,2019-01-19,sktime_Prophet,88.03980447861916,-200.73901534989767,354.55794834156706
subcategory_0,2019-01-20,sktime_Prophet,108.57164842585638,-163.44070812543507,406.66095357598374
subcategory_0,2019-01-21,sktime_Prophet,103.18503865402468,-158.84469597744106,386.3936307528072
subcategory_0,2019-01-22,sktime_Prophet,111.63796767714372,-164.2467301442719,412.797318747326
subcategory_0,2019-01-23,sktime_Prophet,88.34224396114647,-182.45738630693523,352.97765200137457
subcategory_0,2019-01-24,sktime_Prophet,51.092801060164874,-215.66202909240866,339.8221522227331
subcategory_0,2019-01-25,sktime_Prophet,61.32025765403675,-209.9850890169752,335.0911657307265
subcategory_0,2019-01-26,sktime_Prophet,98.93613703271649,-183.6980590116209,377.78871623319486
subcategory_0,2019-01-27,sktime_Prophet,115.57022241151726,-142.35157597041106,379.05354104322157
subcategory_0,2019-01-28,sktime_Prophet,106.1013581803445,-177.00523166759228,365.66916336177195
subcategory_0,2019-01-29,sktime_Prophet,110.41497391097965,-173.6846803141798,385.8523887254163
subcategory_1,2018-12-31,sktime_Prophet,57.14929946446563,-120.71933702177054,232.20845992424455
subcategory_1,2019-01-01,sktime_Prophet,52.32147241999933,-131.83160645834081,227.46806290040104
subcategory_1,2019-01-02,sktime_Prophet,40.005311621463264,-147.31060532095776,211.38976788096323
subcategory_1,2019-01-03,sktime_Prophet,13.762818739110699,-154.1574788864047,195.71640005543838
subcategory_1,2019-01-04,sktime_Prophet,26.2224799787294,-149.48239564983828,211.12508180323593
subcategory_1,2019-01-05,sktime_Prophet,37.93269974901392,-131.44856479713354,213.88142239362583
subcategory_1,2019-01-06,sktime_Prophet,34.35929895456653,-133.69714886850898,218.7840006430082
subcategory_1,2019-01-07,sktime_Prophet,42.50275889651839,-129.69215403829753,226.48955203825574
subcategory_1,2019-01-08,sktime_Prophet,39.21101421167248,-129.7816133851293,221.37823189828177
subcategory_1,2019-01-09,sktime_Prophet,28.539121984232658,-144.73770853497481,197.36435852497274
subcategory_1,2019-01-10,sktime_Prophet,4.007861000376927,-178.51576997042963,173.58242048741357
subcategory_1,2019-01-11,sktime_Prophet,18.20372988548135,-152.8467412119888,184.5062948295242
subcategory_1,2019-01-12,sktime_Prophet,31.63350217303916,-133.08961738112328,202.2223576174679
subcategory_1,2019-01-13,sktime_Prophet,29.72282790400113,-150.79456012319866,210.17729611594848
subcategory_1,2019-01-14,sktime_Prophet,39.434533383812216,-143.86205239184025,221.0036495138941
subcategory_1,2019-01-15,sktime_Prophet,37.582394531787585,-135.15286707025447,219.77534508788807
subcategory_1,2019-01-16,sktime_Prophet,28.191685056127348,-153.81760147897728,216.3122062174268
subcategory_1,2019-01-17,sktime_Prophet,4.758530309433787,-167.36215477108516,199.53994738410563
subcategory_1,2019-01-18,sktime_Prophet,19.850515841800387,-151.29503032559833,197.81364375394296
subcategory_1,2019-01-19,sktime_Prophet,33.96169288906187,-135.17083008856414,218.3650021622744
subcategory_1,2019-01-20,sktime_Prophet,32.511458912055566,-138.67893955570676,214.82595234812425
subcategory_1,2019-01-21,sktime_Prophet,42.46295795495996,-127.94658140685215,216.72772244237837
subcategory_1,2019-01-22,sktime_Prophet,40.63677419646052,-138.6410003442934,225.9735108111505
subcategory_1,2019-01-23,sktime_Prophet,31.07122271489396,-139.86104104053524,209.8092880519737
subcategory_1,2019-01-24,sktime_Prophet,7.281275870237657,-171.52085564703427,190.81883572209864
subcategory_1,2019-01-25,sktime_Prophet,21.858586422027415,-167.52910837041526,193.79130257101755
subcategory_1,2019-01-26,sktime_Prophet,35.325765944417924,-129.85313729396879,211.7945019325759
subcategory_1,2019-01-27,sktime_Prophet,33.13441675618046,-158.87508623538884,213.9826128954328
subcategory_1,2019-01-28,sktime_Prophet,42.28258546807202,-139.09223818792177,220.14440779108222
subcategory_1,2019-01-29,sktime_Prophet,39.6274374631983,-131.11109209848252,217.52172555248916
subcategory_10,2018-12-31,sktime_Prophet,6.047227911368252,-18.74322609722155,29.732473189312717
subcategory_10,2019-01-01,sktime_Prophet,5.51414819620731,-20.583312832486996,30.159340148200943
subcategory_10,2019-01-02,sktime_Prophet,3.8713450248778702,-21.013221860576,29.72392604717701
subcategory_10,2019-01-03,sktime_Prophet,1.3889213679005321,-24.70180358722459,27.213498084118136
subcategory_10,2019-01-04,sktime_Prophet,3.4459026479501444,-22.339760744831477,27.049086939906626
subcategory_10,2019-01-05,sktime_Prophet,5.780087393702758,-19.90820511803827,32.86559857025928
subcategory_10,2019-01-06,sktime_Prophet,6.322597403136237,-18.915027049872837,29.695753910635222
subcategory_10,2019-01-07,sktime_Prophet,4.851350513714712,-20.459941965257926,29.689201140166436
subcategory_10,2019-01-08,sktime_Prophet,4.36625413617409,-19.322815019227015,27.82961370647315
subcategory_10,2019-01-09,sktime_Prophet,2.7794038124096634,-22.863469758554935,28.853667344206386
subcategory_10,2019-01-10,sktime_Prophet,0.3601680151127393,-22.448592600686332,28.042781163589346
subcategory_10,2019-01-11,sktime_Prophet,2.4868671113549556,-21.935453596181326,26.463374635967174
subcategory_10,2019-01-12,sktime_Prophet,4.896630392503572,-19.04348545253958,27.97904166163621
subcategory_10,2019-01-13,sktime_Prophet,5.51994789179554,-18.721987125545503,31.080421808487525
subcategory_10,2019-01-14,sktime_Prophet,4.134140379114307,-21.851681035173748,28.489613935949897
subcategory_10,2019-01-15,sktime_Prophet,3.7385461705579894,-22.857234245389794,28.744586958212842
subcategory_10,2019-01-16,sktime_Prophet,2.24470966065186,-23.0444159961479,27.277672742720455
subcategory_10,2019-01-17,sktime_Prophet,-0.07854641866570322,-25.32526907819447,24.749982334345624
subcategory_10,2019-01-18,sktime_Prophet,2.1465438024381935,-22.507654973593056,29.051865703432224
subcategory_10,2019-01-19,sktime_Prophet,4.656531538587946,-21.764089869893038,30.12013404330231
subcategory_10,2019-01-20,sktime_Prophet,5.381290677641402,-20.532974087971162,29.169713219940913
subcategory_10,2019-01-21,sktime_Prophet,4.0974746051801185,-20.91977649925884,30.150751135227697
subcategory_10,2019-01-22,sktime_Prophet,3.8036920995077996,-20.942449243637455,30.188224384828583
subcategory_10,2019-01-23,sktime_Prophet,2.410688055775238,-23.010452841216114,27.662709783097228
subcategory_10,2019-01-24,sktime_Prophet,0.1864117730690218,-25.291842449850247,25.61637297657384
subcategory_10,2019-01-25,sktime_Prophet,2.507682197125059,-22.80144028320172,29.005666251291196
subcategory_10,2019-01-26,sktime_Prophet,5.110035384449358,-21.140599148561858,31.58812234824589
subcategory_10,2019-01-27,sktime_Prophet,5.9222721072508335,-19.640951905553155,31.352268611159815
subcategory_10,2019-01-28,sktime_Prophet,4.719929969099285,-20.644051633115918,30.364462265432532
subcategory_10,2019-01-29,sktime_Prophet,4.5004793875539475,-21.65457958944125,30.47828676077636
subcategory_11,2018-12-31,sktime_Prophet,71.21553483280232,-243.0549368896476,377.6837467427346
subcategory_11,2019-01-01,sktime_Prophet,58.53220621595122,-252.26898128086575,378.07840383224664
subcategory_11,2019-01-02,sktime_Prophet,67.6784029203767,-265.64177765591353,380.15464006195083
subcategory_11,2019-01-03,sktime_Prophet,34.147503034428276,-282.750742133749,365.1874930728515
subcategory_11,2019-01-04,sktime_Prophet,41.690843098691346,-274.24522889179264,355.5855473636418
subcategory_11,2019-01-05,sktime_Prophet,63.32863653541412,-248.39998520601895,393.72749631271944
subcategory_11,2019-01-06,sktime_Prophet,33.506073722254214,-295.21294381703194,330.52612161273265
subcategory_11,2019-01-07,sktime_Prophet,38.953092319631764,-270.77624598648356,377.18638478227797
subcategory_11,2019-01-08,sktime_Prophet,26.296457774726207,-285.18878221297666,321.2667759081828
subcategory_11,2019-01-09,sktime_Prophet,36.17112617858892,-285.29412827917486,361.27307955811193
subcategory_11,2019-01-10,sktime_Prophet,4.0420139611377195,-318.4198871639829,321.1117780894618
subcategory_11,2019-01-11,sktime_Prophet,13.615032687901596,-300.0559617013329,362.3533269506636
subcategory_11,2019-01-12,sktime_Prophet,37.849344463700234,-276.4851719810847,352.4648320245322
subcategory_11,2019-01-13,sktime_Prophet,11.115195350268696,-301.64941595388655,335.1248969654575
subcategory_11,2019-01-14,sktime_Prophet,20.05576678413462,-315.25485633551335,358.15616261892745
subcategory_11,2019-01-15,sktime_Prophet,11.2016274923118,-315.3419140016553,308.6043302032331
subcategory_11,2019-01-16,sktime_Prophet,25.084693430591262,-307.75098538233476,334.42954310242413
subcategory_11,2019-01-17,sktime_Prophet,-2.9372498664512676,-305.2998260494844,293.5353769028163
subcategory_11,2019-01-18,sktime_Prophet,10.733322098545152,-288.1692746198642,319.3796052202916
subcategory_11,2019-01-19,sktime_Prophet,38.94876950051287,-269.05365492526045,347.37086197217883
subcategory_11,2019-01-20,sktime_Prophet,15.976894890664603,-305.6333256786109,340.89189965429244
subcategory_11,2019-01-21,sktime_Prophet,28.365427540968895,-296.19439383413743,360.23685596913367
subcategory_11,2019-01-22,sktime_Prophet,22.558899938317893,-276.7534993632493,331.49480733814994
subcategory_11,2019-01-23,sktime_Prophet,39.01476207109946,-259.817024781185,334.2770856345968
subcategory_11,2019-01-24,sktime_Prophet,13.02973370772494,-266.8136825114422,320.0478813043663
subcategory_11,2019-01-25,sktime_Prophet,28.155134175182212,-276.8147509319493,322.63431786348315
subcategory_11,2019-01-26,sktime_Prophet,57.213035008519086,-227.72838120070762,388.7444645818399
subcategory_11,2019-01-27,sktime_Prophet,34.45749423110817,-268.28641614458127,347.64813688545206
subcategory_11,2019-01-28,sktime_Prophet,46.43922758882782,-241.75767775859407,388.13705038590126
subcategory_11,2019-01-29,sktime_Prophet,39.62223069220137,-272.2184541156618,370.3677747472395
subcategory_12,2018-12-31,sktime_Prophet,56.16671150616768,-51.07563800263697,169.51342667007359
