CustomerID,frequency,recency,T,monetary_value,expected_purchases_6_months,6_months_clv,segment
12747,15.0,363.0,732.0,250.60533333333333,0.0012916631881567805,0.3170588624002272,low
12748,89.0,370.0,735.0,199.33067415730338,1.5417057157174014e-20,2.979846906428371e-18,low
12749,2.0,122.0,521.0,986.79,0.043960502791683814,45.97817142370998,champions
12820,6.0,337.0,734.0,266.48,0.0401323231563006,10.671929081606262,high
12823,9.0,285.0,679.0,88.0,0.005512534629156979,0.48061474678523075,low
12826,5.0,356.0,721.0,204.566,0.09261284217234722,19.041992685571334,high
12835,36.0,309.0,736.0,159.43055555555554,1.9733415584031694e-10,3.060381933216109e-08,low
12836,9.0,349.0,738.0,362.7211111111111,0.012895891389016173,4.617348845448141,medium
12838,8.0,219.0,592.0,276.45875,0.005118846316204683,1.4013899657260191,low
12839,12.0,365.0,732.0,340.03416666666664,0.005609869894713782,1.8735946015466998,low
12840,2.0,237.0,674.0,548.22,0.08156478624878406,47.45450712838233,champions
12841,16.0,150.0,519.0,196.626875,2.9728742832516623e-06,0.0005725241548059587,low
12843,17.0,344.0,726.0,198.78588235294117,0.0002527697805603195,0.04915706551022977,low
12849,3.0,210.0,591.0,518.06,0.06644805622255011,35.39683975782194,champions
12853,3.0,245.0,672.0,457.06666666666666,0.05891572828585374,27.69485542086602,champions
12854,3.0,167.0,728.0,381.49333333333334,0.00986514849006348,3.872420044713059,medium
12855,2.0,30.0,402.0,114.985,0.01336349986546546,1.652542216048344,low
12857,3.0,247.0,683.0,608.3833333333333,0.05571073771413196,34.833973779748874,champions
12863,4.0,210.0,589.0,227.8,0.041244775321712175,9.53372081135137,high
12867,5.0,326.0,723.0,716.808,0.056256540143767964,40.42462391846494,champions
12868,2.0,19.0,392.0,169.47500000000002,0.010133047559239092,1.8373869760024228,low
12870,2.0,249.0,624.0,686.445,0.12953632044117327,94.30789644155571,champions
12872,10.0,371.0,736.0,268.588,0.014991894061118012,3.968160266692359,medium
12875,2.0,226.0,697.0,132.0,0.061524486391536896,8.711186173177381,high
12877,7.0,289.0,690.0,159.46,0.015215979998540234,2.4137870907690857,medium
12889,3.0,121.0,502.0,95.35000000000001,0.0263903426956961,2.6155114597903864,medium
12891,7.0,201.0,659.0,48.714285714285715,0.002084946703165017,0.10181627125396356,low
12908,2.0,250.0,630.0,66.0,0.12592927643551383,9.04088484663878,high
12909,2.0,229.0,653.0,320.205,0.08482185600865218,28.894930515285843,champions
12910,3.0,242.0,621.0,495.5,0.08489670821253573,43.2576778246995,champions
12913,8.0,370.0,738.0,214.68875,0.03254892040089807,6.921594584095775,medium
12915,2.0,217.0,589.0,302.4,0.11297232832841263,36.36043123034703,champions
12916,2.0,242.0,684.0,577.87,0.0812309364179476,49.80695582115048,champions
12917,3.0,330.0,730.0,391.0333333333333,0.11557595463349313,46.49834144814048,champions
12921,28.0,372.0,738.0,661.9917857142857,2.6526515909663955e-06,0.0017096747419768675,low
12924,6.0,337.0,730.0,127.795,0.04192712545086459,5.360409400713824,medium
12926,3.0,314.0,725.0,386.9166666666667,0.09947121346531117,39.59938166735179,champions
12928,5.0,171.0,549.0,346.68,0.014676846762437155,5.107909358514824,medium
12931,30.0,358.0,738.0,286.3113333333333,3.613973035332104e-07,0.00010072395134192005,low
12932,6.0,128.0,667.0,200.38666666666668,0.00038327401242612167,0.07670796357727684,low
12933,3.0,349.0,729.0,308.0366666666667,0.14302206420924296,45.36650147420755,champions
12935,6.0,232.0,607.0,266.6166666666667,0.01883495278312488,5.012135767721641,medium
12937,4.0,273.0,736.0,344.12,0.032839767917443946,11.448577076955656,high
12939,9.0,317.0,696.0,271.3333333333333,0.010467667435361611,2.804900566080015,medium
